ICD9_CODE,SHORT_TITLE,LONG_TITLE,COUNT,USE,VARIABLE
85144,Cerebel contus-prol coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss consciousness and return to pre-existing conscious level",1,1,18
85145,Cerebel contus-deep coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",2,1,18
85146,Cerebell contus-coma NOS,"Cerebellar or brain stem contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration",8,1,18
85150,Cerebel contus w opn wnd,"Cerebellar or brain stem contusion with open intracranial wound, unspecified state of consciousness",1,1,18
85162,Cerebel lacer-brief coma,"Cerebellar or brain stem laceration without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness",1,1,18
85173,Opn cerebel lac-mod coma,"Cerebellar or brain stem laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness",1,1,18
85175,Opn cerebe lac-deep coma,"Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",1,1,18
85180,Brain laceration NEC,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, unspecified state of consciousness",40,1,18
85181,Brain lacer NEC w/o coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with no loss of consciousness",61,1,18
85182,Brain lac NEC-brief coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",35,1,18
85183,Brain lacer NEC-mod coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",1,1,18
85184,Brain lac NEC-proln coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level",1,1,18
85185,Brain lac NEC-deep coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",19,1,18
85186,Brain lacer NEC-coma NOS,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with loss of consciousness of unspecified duration",52,1,18
85189,Brain lacer NEC-concuss,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with concussion, unspecified",2,1,18
85190,Brain lac NEC w open wnd,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, unspecified state of consciousness",1,1,18
85194,Opn brain lac-proln coma,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,18
85196,Opn brain lacer-coma NOS,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with loss of consciousness of unspecified duration",2,1,18
85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",95,1,18
85201,Subarachnoid hem-no coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",128,1,18
85202,Subarach hem-brief coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",72,1,18
85203,Subarach hem-mod coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",3,1,18
85204,Subarach hem-prolng coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,18
85205,Subarach hem-deep coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",40,1,18
85206,Subarach hem-coma NOS,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",88,1,18
85209,Subarach hem-concussion,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",2,1,18
85210,Subarach hem w opn wound,"Subarachnoid hemorrhage following injury with open intracranial wound, unspecified state of consciousness",1,1,18
85211,Opn subarach hem-no coma,"Subarachnoid hemorrhage following injury with open intracranial wound, with no loss of consciousness",3,1,18
85212,Op subarach hem-brf coma,"Subarachnoid hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",1,1,18
85215,Op subarach hem-deep com,"Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",1,1,18
85216,Op subarach hem-coma NOS,"Subarachnoid hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",1,1,18
85219,Opn subarach hem-concuss,"Subarachnoid hemorrhage following injury with open intracranial wound, with concussion, unspecified",1,1,18
85220,Traumatic subdural hem,"Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",208,1,18
85221,Subdural hem w/o coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",330,1,18
85222,Subdural hem-brief coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",75,1,18
85224,Subdural hem-prolng coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",3,1,18
85225,Subdural hem-deep coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",45,1,18
85226,Subdural hemorr-coma NOS,"Subdural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",96,1,18
85229,Subdural hem-concussion,"Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",5,1,18
85231,Open subdur hem w/o coma,"Subdural hemorrhage following injury with open intracranial wound, with no loss of consciousness",5,1,18
85232,Opn subdur hem-brf coma,"Subdural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",1,1,18
85239,Opn subdur hem-concuss,"Subdural hemorrhage following injury with open intracranial wound, with concussion, unspecified",2,1,18
85240,Traumatic extradural hem,"Extradural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",4,1,18
85241,Extradural hem w/o coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",12,1,18
85242,Extradur hem-brief coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness",6,1,18
85245,Extradural hem-deep coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",1,1,18
85246,Extradural hem-coma NOS,"Extradural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",3,1,18
85300,Traumatic brain hem NEC,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",41,1,18
85301,Brain hem NEC w/o coma,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",55,1,18
85302,Brain hem NEC-brief coma,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",28,1,18
85304,Brain hem NEC-proln coma,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level",1,1,18
85305,Brain hem NEC-deep coma,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",27,1,18
85306,Brain hem NEC-coma NOS,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",37,1,18
85309,Brain hem NEC-concussion,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",2,1,18
85310,Brain hem NEC w opn wnd,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, unspecified state of consciousness",1,1,18
85314,Brain hem opn-proln coma,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,18
85316,Brain hem open-coma NOS,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",1,1,18
85400,Brain injury NEC,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, unspecified state of consciousness",1,1,18
85401,Brain injury NEC-no coma,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with no loss of consciousness",4,1,18
85402,Brain inj NEC-brief coma,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",15,1,18
85403,Brain inj NEC-mod coma,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",1,1,18
85404,Brain inj NEC-proln coma,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,18
85405,Brain inj NEC-deep coma,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,1,18
85406,Brain inj NEC-coma NOS,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with loss of consciousness of unspecified duration",9,1,18
86100,Heart injury NOS-closed,Unspecified injury of heart without mention of open wound into thorax,2,1,18
86101,Heart contusion-closed,Contusion of heart without mention of open wound into thorax,16,1,18
86102,Heart laceration-closed,Laceration of heart without penetration of heart chambers or without mention of open wound into thorax,1,1,18
86103,Heart chamber lacerat-cl,Laceration of heart with penetration of heart chambers without mention of open wound into thorax,1,1,18
86110,Heart injury NOS-open,Unspecified injury of heart with open wound into thorax,1,1,18
86112,Heart laceration-open,"Laceration of heart without penetration of heart chambers, with open wound into thorax",2,1,18
86113,Heart chamber lacer-opn,Laceration of heart with penetration of heart chambers with open wound into thorax,7,1,18
86120,Lung injury NOS-closed,Unspecified injury of lung without mention of open wound into thorax,3,1,18
86121,Lung contusion-closed,Contusion of lung without mention of open wound into thorax,390,1,18
86122,Lung laceration-closed,Laceration of lung without mention of open wound into thorax,18,1,18
86130,Lung injury NOS-open,Unspecified injury of lung with open wound into thorax,3,1,18
86131,Lung contusion-open,Contusion of lung with open wound into thorax,11,1,18
86132,Lung laceration-open,Laceration of lung with open wound into thorax,16,1,18
86222,Esophagus injury-closed,Injury to esophagus without mention of open wound into cavity,7,1,18
86229,Intrathoracic inj NEC-cl,Injury to other specified intrathoracic organs without mention of open wound into cavity,22,1,18
86232,Esophagus injury-open,Injury to esophagus with open wound into cavity,2,1,18
86239,Intrathorac inj NEC-open,Injury to other specified intrathoracic organs with open wound into cavity,10,1,18
86320,Small intest inj NOS-cl,"Injury to small intestine, unspecified site, without open wound into cavity",4,1,18
86321,Duodenum injury-closed,"Injury to duodenum, without open wound into cavity",7,1,18
86329,Small intest inj NEC-cl,"Other injury to small intestine, without mention of open wound into cavity",14,1,18
86330,Small intest inj NOS-opn,"Injury to small intestine, unspecified site, with open wound into cavity",7,1,18
86331,Duodenum injury-open,"Injury to duodenum, with open wound into cavity",2,1,18
86339,Small intest inj NEC-opn,"Other injury to small intestine, with open wound into cavity",14,1,18
86340,Colon injury NOS-closed,"Injury to colon, unspecified site, without mention of open wound into cavity",4,1,18
86342,Transverse colon inj-cl,"Injury to transverse colon, without mention of open wound into cavity",4,1,18
86343,Descending colon inj-cl,"Injury to descending [left] colon, without mention of open wound into cavity",3,1,18
86344,Sigmoid colon inj-closed,"Injury to sigmoid colon, without mention of open wound into cavity",2,1,18
86345,Rectum injury-closed,"Injury to rectum, without mention of open wound into cavity",4,1,18
86349,Colon injury NEC-closed,"Other injury to colon or rectum, without mention of open wound into cavity",3,1,18
86350,Colon injury NOS-open,"Injury to colon, unspecified site, with open wound into cavity",4,1,18
86351,Ascending colon inj-open,"Injury to ascending [right] colon, with open wound into cavity",1,1,18
86352,Transverse colon inj-opn,"Injury to transverse colon, with open wound into cavity",4,1,18
86353,Descending colon inj-opn,"Injury to descending [left] colon, with open wound into cavity",3,1,18
86354,Sigmoid colon inj-open,"Injury to sigmoid colon, with open wound into cavity",2,1,18
86355,Rectum injury-open,"Injury to rectum, with open wound into cavity",1,1,18
86381,"Pancreas, head inj-close","Injury to pancreas, head, without mention of open wound into cavity",4,1,18
86383,"Pancreas, tail inj-close","Injury to pancreas, tail, without mention of open wound into cavity",1,1,18
86384,Pancreas injury NOS-clos,"Injury to pancreas, multiple and unspecified sites, without mention of open wound into cavity",5,1,18
86389,GI injury NEC-closed,"Injury to other gastrointestinal sites, without mention of open wound into cavity",37,1,18
86393,"Pancreas, tail inj-open","Injury to pancreas, tail, with open wound into cavity",2,1,18
86394,Pancreas injury NOS-open,"Injury to pancreas, multiple and unspecified sites, with open wound into cavity",1,1,18
86399,GI injury NEC-open,"Injury to other gastrointestinal sites, with open wound into cavity",9,1,18
86400,Liver injury NOS-closed,"Injury to liver without mention of open wound into cavity, unspecified injury",8,1,18
86401,Liver hematoma/contusion,"Injury to liver without mention of open wound into cavity, hematoma and contusion",25,1,18
86402,"Liver laceration, minor","Injury to liver without mention of open wound into cavity, laceration, minor",35,1,18
86403,"Liver laceration, mod","Injury to liver without mention of open wound into cavity, laceration, moderate",29,1,18
86404,"Liver laceration, major","Injury to liver without mention of open wound into cavity, laceration, major",25,1,18
86405,Liver lacerat unspcf cls,"Injury to liver without mention of open wound into cavity laceration, unspecified",115,1,18
86409,Liver injury NEC-closed,Other injury to liver without mention of open wound into cavity,4,1,18
86411,Liver hematom/contus-opn,"Injury to liver with open wound into cavity, hematoma and contusion",2,1,18
86412,"Liver lacerat, minor-opn","Injury to liver with open wound into cavity, laceration, minor",8,1,18
86413,"Liver lacerat, mod-open","Injury to liver with open wound into cavity, laceration, moderate",6,1,18
86414,"Liver lacerat, major-opn","Injury to liver with open wound into cavity, laceration, major",10,1,18
86415,Liver lacerat unspcf opn,"Injury to liver with open wound into cavity, laceration, unspecified",28,1,18
86419,Liver injury NEC-open,Other injury to liver with open wound into cavity,3,1,18
86500,Spleen injury NOS-closed,"Injury to spleen without mention of open wound into cavity, unspecified injury",91,1,18
86501,Spleen hematoma-closed,"Injury to spleen without mention of open wound into cavity, hematoma without rupture of capsule",31,1,18
86502,Spleen capsular tear,"Injury to spleen without mention of open wound into cavity, capsular tears, without major disruption of parenchyma",38,1,18
86503,Spleen parenchyma lacer,"Injury to spleen without mention of open wound into cavity, laceration extending into parenchyma",45,1,18
86504,Spleen disruption-clos,"Injury to spleen without mention of open wound into cavity, massive parenchymal disruption",29,1,18
86509,Spleen injury NEC-closed,Other injury into spleen without mention of open wound into cavity,40,1,18
86510,Spleen injury NOS-open,"Injury to spleen with open wound into cavity, unspecified injury",3,1,18
86511,Spleen hematoma-open,"Injury to spleen with open wound into cavity, hematoma without rupture of capsule",2,1,18
86512,Spleen capsular tear-opn,"Injury to spleen with open wound into cavity, capsular tears, without major disruption of parenchyma",4,1,18
86513,Spleen parnchym lac-opn,"Injury to spleen with open wound into cavity, laceration extending into parenchyma",8,1,18
86514,Spleen disruption-open,"Injury to spleen with open wound into cavity, massive parenchyma disruption",3,1,18
86600,Kidney injury NOS-closed,"Injury to kidney without mention of open wound into cavity, unspecified injury",19,1,18
86601,Kidney hematoma-closed,"Injury to kidney without mention of open wound into cavity, hematoma without rupture of capsule",25,1,18
86602,Kidney laceration-closed,"Injury to kidney without mention of open wound into cavity, laceration",47,1,18
86603,Kidney disruption-closed,"Injury to kidney without mention of open wound into cavity, complete disruption of kidney parenchyma",6,1,18
86610,Kidney injury NOS-open,"Injury to kidney with open wound into cavity, unspecified injury",2,1,18
86611,Kidney hematoma-open,"Injury to kidney with open wound into cavity, hematoma without rupture of capsule",2,1,18
86612,Kidney laceration-open,"Injury to kidney with open wound into cavity, laceration",13,1,18
86613,Kidney disruption-open,"Injury to kidney with open wound into cavity, complete disruption of kidney parenchyma",2,1,18
86801,Adrenal gland injury-cl,"Injury to other intra-abdominal organs without mention of open wound into cavity, adrenal gland",23,1,18
86802,Biliary tract injury-cl,"Injury to other intra-abdominal organs without mention of open wound into cavity, bile duct and gallbladder",8,1,18
86803,Peritoneum injury-closed,"Injury to other intra-abdominal organs without mention of open wound into cavity, peritoneum",119,1,18
86804,Retroperitoneum inj-cl,"Injury to other intra-abdominal organs without mention of open wound into cavity, retroperitoneum",81,1,18
86809,Intra-abdom inj NEC-clos,Injury to other and multiple intra-abdominal organs without mention of open wound into cavity,8,1,18
86810,Intra-abdom inj NOS-open,"Injury to other intra-abdominal organs with open wound into cavity, unspecified intra-abdominal organ",4,1,18
86812,Biliary tract injury-opn,"Injury to other intra-abdominal organs with open wound into cavity, bile duct and gallbladder",4,1,18
86813,Peritoneum injury-open,"Injury to other intra-abdominal organs with open wound into cavity, peritoneum",21,1,18
86814,Retroperitoneum inj-open,"Injury to other intra-abdominal organs with open wound into cavity, retroperitoneum",12,1,18
86819,Intra-abdom inj NEC-open,"Injury to other and multiple intra-abdominal organs, with open wound into cavity",4,1,18
87200,Opn wound extern ear NOS,"Open wound of external ear, unspecified site, without mention of complication",11,1,18
87201,Open wound of auricle,"Open wound of auricle, ear, without mention of complication",16,1,18
87202,Opn wound auditory canal,"Open wound of auditory canal, without mention of complication",5,1,18
87261,Open wound of ear drum,"Open wound of ear drum, without mention of complication",4,1,18
87264,Open wound of cochlea,"Open wound of cochlea, without mention of complication",1,1,18
87269,Open wound of ear NEC,"Open wound of other and multiple sites of ear, without mention of complication",3,1,18
87320,Open wound of nose NOS,"Open wound of nose, unspecified site, without mention of complication",27,1,18
87321,Open wound nasal septum,"Open wound of nasal septum, without mention of complication",1,1,18
87322,Open wound nasal cavity,"Open wound of nasal cavity, without mention of complication",3,1,18
87323,Open wound nasal sinus,"Open wound of nasal sinus, without mention of complication",1,1,18
87330,Open wnd nose NOS-compl,"Open wound of nose, unspecified site, complicated",1,1,18
87333,Open wnd nas sinus-compl,"Open wound of nasal sinus, complicated",1,1,18
87340,Open wound of face NOS,"Open wound of face, unspecified site, without mention of complication",27,1,18
87341,Open wound of cheek,"Open wound of cheek, without mention of complication",28,1,18
87342,Open wound of forehead,"Open wound of forehead, without mention of complication",264,1,18
87343,Open wound of lip,"Open wound of lip, without mention of complication",116,1,18
87344,Open wound of jaw,"Open wound of jaw, without mention of complication",48,1,18
87349,Open wound of face NEC,"Open wound of other and multiple sites of face, without mention of complication",23,1,18
87350,Open wnd face NOS-compl,"Open wound of face, unspecified site, complicated",1,1,18
87351,Open wound cheek-compl,"Open wound of cheek, complicated",2,1,18
87352,Open wnd forehead-compl,"Open wound of forehead, complicated",7,1,18
87353,Open wound lip-complicat,"Open wound of lip, complicated",4,1,18
87354,Open wound jaw-complicat,"Open wound of jaw, complicated",1,1,18
87359,Open wnd face NEC-compl,"Open wound of other and multiple sites of face, complicated",8,1,18
87360,Open wound of mouth NOS,"Open wound of mouth, unspecified site, without mention of complication",1,1,18
87361,Open wound buccal mucosa,"Open wound of buccal mucosa, without mention of complication",3,1,18
87363,Broken tooth-uncomplic,"Open wound of tooth (broken) (fractured) (due to trauma), without mention of complication",53,1,18
87364,Opn wnd tongue/mouth flr,"Open wound of tongue and floor of mouth, without mention of complication",23,1,18
87365,Open wound of palate,"Open wound of palate, without mention of complication",5,1,18
87371,Opn wnd buc mucosa-compl,"Open wound of buccal mucosa, complicated",3,1,18
87373,Broken tooth-complicated,"Open wound of tooth (broken) (fractured) (due to trauma), complicated",5,1,18
87374,Open wound tongue-compl,"Open wound of tongue and floor of mouth, complicated",6,1,18
87402,Open wound of trachea,"Open wound of trachea, without mention of complication",5,1,18
87411,Open wound larynx-compl,"Open wound of larynx, complicated",1,1,18
87412,Open wound trachea-compl,"Open wound of trachea, complicated",2,1,18
88000,Open wound of shoulder,"Open wound of shoulder region, without mention of complication",8,1,18
88001,Open wound of scapula,"Open wound of scapular region, without mention of complication",4,1,18
88002,Open wound of axilla,"Open wound of axillary region, without mention of complication",9,1,18
88003,Open wound of upper arm,"Open wound of upper arm, without mention of complication",10,1,18
88012,Open wound axilla-compl,"Open wound of axillary region, complicated",2,1,18
88013,Open wnd upper arm-compl,"Open wound of upper arm, complicated",5,1,18
88019,Mult opn wnd should-comp,"Open wound of multiple sites of shoulder and upper arm, complicated",1,1,18
88020,Opn wnd shouldr w tendon,"Open wound of shoulder region, with tendon involvement",2,1,18
88023,Open wnd up arm w tendon,"Open wound of upper arm, with tendon involvement",1,1,18
88029,Mlt opn wnd shldr w tend,"Open wound of multiple sites of shoulder and upper arm, with tendon involvement",1,1,18
88100,Open wound of forearm,"Open wound of forearm, without mention of complication",27,1,18
88101,Open wound of elbow,"Open wound of elbow, without mention of complication",24,1,18
88102,Open wound of wrist,"Open wound of wrist, without mention of complication",11,1,18
88110,Open wound forearm-compl,"Open wound of forearm, complicated",14,1,18
88111,Open wound elbow-complic,"Open wound of elbow, complicated",6,1,18
88112,Open wound wrist-complic,"Open wound of wrist, complicated",3,1,18
88120,Open wnd forearm w tendn,"Open wound of forearm, with tendon involvement",15,1,18
88121,Opn wound elbow w tendon,"Open wound of elbow, with tendon involvement",4,1,18
88122,Opn wound wrist w tendon,"Open wound of wrist, with tendon involvement",10,1,18
90001,Inj common carotid arter,Injury to common carotid artery,3,1,18
90002,Inj external carotid art,Injury to external carotid artery,1,1,18
90003,Inj internal carotid art,Injury to internal carotid artery,10,1,18
90081,Inj extern jugular vein,Injury to external jugular vein,2,1,18
90082,Inj mlt head/neck vessel,Injury to multiple blood vessels of head and neck,4,1,18
90089,Inj head/neck vessel NEC,Injury to other specified blood vessels of head and neck,20,1,18
90140,Inj pulmonary vessel NOS,"Injury to pulmonary vessel(s), unspecified",1,1,18
90141,Injury pulmonary artery,Injury to pulmonary artery,2,1,18
90142,Injury pulmonary vein,Injury to pulmonary vein,1,1,18
90181,Inj intercostal art/vein,Injury to intercostal artery or vein,1,1,18
90182,Inj int mammary art/vein,Injury to internal mammary artery or vein,3,1,18
90210,Inj infer vena cava NOS,"Injury to inferior vena cava, unspecified",1,1,18
90220,Inj celiac/mesen art NOS,"Injury to celiac and mesenteric arteries, unspecified",2,1,18
90221,Injury gastric artery,Injury to gastric artery,5,1,18
90222,Injury hepatic artery,Injury to hepatic artery,8,1,18
90223,Injury splenic artery,Injury to splenic artery,4,1,18
90225,Inj super mesenteric art,Injury to superior mesenteric artery (trunk),2,1,18
90226,Inj brnch sup mesent art,Injury to primary branches of superior mesenteric artery,2,1,18
90229,Inj mesenteric vess NEC,"Injury to celiac and mesenteric arteries, other",1,1,18
90233,Injury portal vein,Injury to portal vein,1,1,18
90241,Injury renal artery,Injury to renal artery,9,1,18
90242,Injury renal vein,Injury to renal vein,3,1,18
90251,Inj hypogastric artery,Injury to hypogastric artery,1,1,18
90253,Injury iliac artery,Injury to iliac artery,12,1,18
90254,Injury iliac vein,Injury to iliac vein,4,1,18
90287,Inj mult abd/pelv vessel,Injury to multiple blood vessels of abdomen and pelvis,4,1,18
90289,Inj abdominal vessel NEC,Injury to other specified blood vessels of abdomen and pelvis,14,1,18
90301,Injury axillary artery,Injury to axillary artery,4,1,18
90441,Injury popliteal artery,Injury to popliteal artery,7,1,18
90442,Injury popliteal vein,Injury to popliteal vein,1,1,18
90451,Inj anter tibial artery,Injury to anterior tibial artery,3,1,18
90453,Inj post tibial artery,Injury to posterior tibial artery,6,1,18
92231,Back contusion,Contusion of back,7,1,18
92232,Buttock contusion,Contusion of buttock,29,1,18
92300,Contusion shoulder reg,Contusion of shoulder region,10,1,18
92301,Contusion scapul region,Contusion of scapular region,1,1,18
92303,Contusion of upper arm,Contusion of upper arm,5,1,18
92309,Contusion shoulder & arm,Contusion of multiple sites of shoulder and upper arm,1,1,18
92310,Contusion of forearm,Contusion of forearm,2,1,18
92311,Contusion of elbow,Contusion of elbow,2,1,18
92320,Contusion of hand(s),Contusion of hand(s),3,1,18
92321,Contusion of wrist,Contusion of wrist,1,1,18
92400,Contusion of thigh,Contusion of thigh,36,1,18
92401,Contusion of hip,Contusion of hip,12,1,18
92410,Contusion of lower leg,Contusion of lower leg,17,1,18
92411,Contusion of knee,Contusion of knee,22,1,18
92420,Contusion of foot,Contusion of foot,3,1,18
92421,Contusion of ankle,Contusion of ankle,3,1,18
92612,Crushing injury buttock,Crushing injury of buttock,1,1,18
92619,Crushing inj trunk NEC,Crushing injury of other specified sites of trunk,11,1,18
92701,Crush inj scapul region,Crushing injury of scapular region,1,1,18
92710,Crushing injury forearm,Crushing injury of forearm,3,1,18
92720,Crushing injury of hand,Crushing injury of hand(s),6,1,18
92721,Crushing injury of wrist,Crushing injury of wrist,1,1,18
92800,Crushing injury thigh,Crushing injury of thigh,2,1,18
92801,Crushing injury hip,Crushing injury of hip,1,1,18
92810,Crushing inj lower leg,Crushing injury of lower leg,2,1,18
92811,Crushing injury knee,Crushing injury of knee,1,1,18
92820,Crushing injury foot,Crushing injury of foot,3,1,18
92821,Crushing injury ankle,Crushing injury of ankle,1,1,18
94108,Burn NOS neck,Burn of unspecified degree of neck,1,1,18
94126,2nd deg burn scalp,"Blisters, epidermal loss [second degree] of scalp [any part]",1,1,18
94127,2nd deg burn face NEC,"Blisters, epidermal loss [second degree] of forehead and cheek",1,1,18
94128,2nd deg burn neck,"Blisters, epidermal loss [second degree] of neck",1,1,18
94203,Burn NOS abdominal wall,Burn of unspecified degree of abdominal wall,1,1,18
94204,Burn NOS back,Burn of unspecified degree of back [any part],3,1,18
94209,Burn NOS trunk NEC,Burn of unspecified degree of other and multiple sites of trunk,1,1,18
94214,1st deg burn back,Erythema [first degree] of back [any part],2,1,18
94224,2nd deg burn back,"Blisters, epidermal loss [second degree] of back [any part]",2,1,18
94232,3rd deg burn chest wall,"Full-thickness skin loss [third degree, not otherwise specified] of chest wall, excluding breast and nipple",1,1,18
94234,3rd deg burn back,"Full-thickness skin loss [third degree,not otherwise specified] of back [any part]",1,1,18
94320,2nd deg burn arm NOS,"Blisters, epidermal loss [second degree] of upper limb, unspecified site",1,1,18
94321,2nd deg burn forearm,"Blisters, epidermal loss [second degree] of forearm",1,1,18
94325,2nd deg burn shoulder,"Blisters, epidermal loss [second degree] of shoulder",1,1,18
94332,3rd deg burn elbow,"Full-thickness skin loss [third degree, not otherwise specified] of elbow",1,1,18
94335,3rd deg burn shoulder,"Full-thickness skin loss [third degree, not otherwise specified] of shoulder",1,1,18
94401,Burn NOS finger,Burn of unspecified degree of single digit (finger (nail) other than thumb,1,1,18
94420,2nd deg burn hand NOS,"Blisters, epidermal loss [second degree] of hand, unspecified site",1,1,18
94423,2nd deg burn mult finger,"Blisters, epidermal loss [second degree] of two or more digits of hand, not including thumb",1,1,18
94504,Burn NOS lower leg,Burn of unspecified degree of lower leg,1,1,18
94519,1st deg burn leg-mult,Erythema [first degree] of multiple sites of lower limb(s),1,1,18
94522,2nd deg burn foot,"Blisters, epidermal loss [second degree] of foot",1,1,18
94524,2nd deg burn lower leg,"Blisters, epidermal loss [second degree] of lower leg",1,1,18
94532,3rd deg burn foot,Full-thickness skin loss [third degree NOS] of foot,1,1,18
94534,3rd deg burn low leg,Full-thickness skin loss [third degree nos] of lower leg,1,1,18
94536,3rd deg burn thigh,Full-thickness skin loss [third degree NOS] of thigh [any part],1,1,18
94800,Bdy brn < 10%/3d deg NOS,"Burn [any degree] involving less than 10 percent of body surface with third degree burn, less than 10 percent or unspecified",8,1,18
94840,40-49% bdy brn/3 deg NOS,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, less than 10 percent or unspecified",1,1,18
94850,50-59% bdy brn/3 deg NOS,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, less than 10 percent or unspecified",1,1,18
95200,C1-c4 spin cord inj NOS,C1-C4 level with unspecified spinal cord injury,11,1,18
95203,Central cord synd/c1-c4,C1-C4 level with central cord syndrome,9,1,18
95204,C1-c4 spin cord inj NEC,C1-C4 level with other specified spinal cord injury,7,1,18
95205,C5-c7 spin cord inj NOS,C5-C7 level with unspecified spinal cord injury,12,1,18
