ICD9_CODE,SHORT_TITLE,LONG_TITLE,COUNT,USE,VARIABLE
401,Excision acoustc neuroma,Excision of acoustic neuroma,4,1,401
73,Rev hip repl-liner/head,"Revision of hip replacement, acetabular liner and/or femoral head only",4,1,73
73,Bilateral adrenalectomy,Bilateral adrenalectomy,4,1,73
8394,Aspiration of bursa,Aspiration of bursa,4,1,8394
7699,Facial bone/jnt op NEC,Other operations on facial bones and joints,4,1,7699
9670,Con inv mec ven-unsp dur,Continuous invasive mechanical ventilation of unspecified duration,4,1,9670
8521,Local excis breast les,Local excision of lesion of breast,4,1,8521
4106,Cord bld stem cell trans,Cord blood stem cell transplant,4,1,4106
2811,Tonsil&adenoid biopsy,Biopsy of tonsils and adenoids,4,1,2811
6563,Lap remove ovaries/tubes,Laparoscopic removal of both ovaries and tubes at same operative episode,4,1,6563
3423,Chest wall biopsy,Biopsy of chest wall,4,1,3423
5839,Other destru urethra les,Other local excision or destruction of lesion or tissue of urethra,4,1,5839
4401,Truncal vagotomy,Truncal vagotomy,4,1,4401
8012,Oth arthrotomy-elbow,"Other arthrotomy, elbow",4,1,8012
2260,Sinusectomy NOS,"Sinusectomy, not otherwise specified",4,1,2260
886,Lower lid rhytidectomy,Lower eyelid rhytidectomy,4,1,886
887,Upper lid rhytidectomy,Upper eyelid rhytidectomy,4,1,887
6149,Scrotum/tunic repair NEC,Other repair of scrotum and tunica vaginalis,4,1,6149
332,Spinal cord/meninges bx,Biopsy of spinal cord or spinal meninges,4,1,332
8145,Cruciate lig repair NEC,Other repair of the cruciate ligaments,4,1,8145
8379,Other muscle transposit,Other muscle transposition,4,1,8379
8209,Inc soft tissue hand NEC,Other incision of soft tissue of hand,4,1,8209
761,Exc pituit les-transfron,"Partial excision of pituitary gland, transfrontal approach",4,1,761
4682,Intra-abd lg bowel manip,Intra-abdominal manipulation of large intestine,4,1,4682
8850,Angiocardiography NOS,"Angiocardiography, not otherwise specified",4,1,8850
9901,Exchange transfusion,Exchange transfusion,4,1,9901
6141,Suture scrotal lacerat,Suture of laceration of scrotum and tunica vaginalis,4,1,6141
9239,Stereo radiosurgery NEC,"Stereotactic radiosurgery, not elsewhere classified",4,1,9239
639,Part thyroidectomy NEC,Other partial thyroidectomy,4,1,639
744,Cesarean section NEC,Cesarean section of other specified type,4,1,744
744,Adrenal repair,Repair of adrenal gland,4,1,744
5159,Bile duct incision NEC,Other incision of other bile duct,4,1,5159
7763,Loc exc les radius/ulna,"Local excision of lesion or tissue of bone, radius and ulna",4,1,7763
8083,Destruc-wrist lesion NEC,"Other local excision or destruction of lesion of joint, wrist",4,1,8083
2792,Mouth incision NOS,"Incision of mouth, unspecified structure",4,1,2792
4022,Excise int mammary node,Excision of internal mammary lymph node,4,1,4022
3553,Pros rep ventric def-opn,"Repair of ventricular septal defect with prosthesis, open technique",4,1,3553
54,Imp/rep CRT defib genat,Implantation or replacement of cardiac resynchronization defibrillator pulse generator only [CRT-D],4,1,54
729,Instrument delivery NOS,Unspecified instrumental delivery,4,1,729
7787,Part ostect-tibia/fibula,"Other partial ostectomy, tibia and fibula",4,1,7787
8536,Bilat subq mammectom NEC,Other bilateral subcutaneous mammectomy,4,1,8536
3198,Oth laryngeal operation,Other operations on larynx,4,1,3198
9739,Remove head/neck dev NEC,Removal of other therapeutic device from head and neck,4,1,9739
6011,Closed prostatic biopsy,Closed [percutaneous] [needle] biopsy of prostate,4,1,6011
7908,Cl fx reduc-toe,"Closed reduction of fracture without internal fixation, phalanges of foot",4,1,7908
3570,Heart septa repair NOS,Other and unspecified repair of unspecified septal defect of heart,4,1,3570
442,Cran nerv root decom NEC,Other cranial nerve decompression,4,1,442
729,Part adrenalectomy NEC,Other partial adrenalectomy,4,1,729
2188,Septoplasty NEC,Other septoplasty,4,1,2188
313,Incis larynx trachea NEC,Other incision of larynx or trachea,4,1,313
9712,Replace lower limb cast,Replacement of cast on lower limb,4,1,9712
8088,Destruc-foot jt les NEC,"Other local excision or destruction of lesion of joint, foot and toe",3,1,8088
6591,Aspiration of ovary,Aspiration of ovary,3,1,6591
3866,Abdominal artery excis,"Other excision of vessels, abdominal arteries",3,1,3866
3603,Open coronry angioplasty,Open chest coronary artery angioplasty,3,1,3603
3528,Opn/oth repl tcspd valve,Open and other replacement of tricuspid valve,3,1,3528
3833,Arm vessel resect/anast,"Resection of vessel with anastomosis, upper limb vessels",3,1,3833
3991,Freeing of vessel,Freeing of vessel,3,1,3991
8183,Shoulder arthroplast NEC,Other repair of shoulder,3,1,8183
3379,Endo insrt bronc def/sub,Endoscopic insertion of other bronchial device or substances,3,1,3379
4254,Thorac esophagoenter NEC,Other intrathoracic esophagoenterostomy,3,1,4254
3954,Re-entry operation,Re-entry operation (aorta),3,1,3954
3786,"Repl pacem 1-cham, rate","Replacement of any type of pacemaker device with single-chamber device, rate responsive",3,1,3786
6491,Dorsal/lat slit prepuce,Dorsal or lateral slit of prepuce,3,1,6491
4551,Sm bowel segment isolat,Isolation of segment of small intestine,3,1,4551
562,Ureterotomy,Ureterotomy,3,1,562
5787,Bladder reconstruction,Reconstruction of urinary bladder,3,1,5787
8871,Dx ultrasound-head/neck,Diagnostic ultrasound of head and neck,3,1,8871
3224,Perc abltn lung les/tiss,Percutaneous ablation of lung lesion or tissue,3,1,3224
7952,Op red-radius/uln epiphy,"Open reduction of separated epiphysis, radius and ulna",3,1,7952
8166,Percut vertebral augment,Percutaneous vertebral augmentation,3,1,8166
8201,Explor tend sheath-hand,Exploration of tendon sheath of hand,3,1,8201
4240,Esophagectomy NOS,"Esophagectomy, not otherwise specified",3,1,4240
9957,Botulism antitoxin admin,Administration of botulism antitoxin,3,1,9957
5384,Opn thorc diaph hern NEC,"Other and open repair of diaphragmatic hernia, with thoracic approach",3,1,5384
2301,Deciduous tooth extract,Extraction of deciduous tooth,3,1,2301
4592,Sm bowel-rect stump anas,Anastomosis of small intestine to rectal stump,3,1,4592
4904,Perianal excision NEC,Other excision of perianal tissue,3,1,4904
3993,Insert ves-to-ves cannul,Insertion of vessel-to-vessel cannula,3,1,3993
18,Infus immunosup antibody,Infusion of immunosuppressive antibody therapy,3,1,18
2724,Mouth biopsy NOS,"Biopsy of mouth, unspecified structure",3,1,2724
5024,Perc abltn liver les/tis,Percutaneous ablation of liver lesion or tissue,3,1,5024
652,Tot substern thyroidect,Complete substernal thyroidectomy,3,1,652
7816,Appl ext fix dev-patella,"Application of external fixator device, patella",3,1,7816
9771,Removal iud,Removal of intrauterine contraceptive device,3,1,9771
585,Ureth stricture release,Release of urethral stricture,3,1,585
7071,Suture vagina laceration,Suture of laceration of vagina,3,1,7071
4942,Hemorrhoid injection,Injection of hemorrhoids,3,1,4942
8361,Tendon sheath suture,Suture of tendon sheath,3,1,8361
704,Vaginal obliteration,Obliteration and total excision of vagina,3,1,704
7179,Vulvar/perin repair NEC,Other repair of vulva and perineum,3,1,7179
3958,Repair vess w patch NOS,Repair of blood vessel with unspecified type of patch graft,3,1,3958
8926,Gynecologic examination,Gynecological examination,3,1,8926
8039,Joint biopsy NEC,"Biopsy of joint structure, other specified sites",3,1,8039
5592,Percutan renal aspirat,Percutaneous aspiration of kidney (pelvis),3,1,5592
3175,Tracheal reconstruction,Reconstruction of trachea and construction of artificial larynx,3,1,3175
8098,Excision foot joint NEC,"Other excision of joint, foot and toe",3,1,8098
625,Orchiopexy,Orchiopexy,3,1,625
3609,Rem of cor art obstr NEC,Other removal of coronary artery obstruction,3,1,3609
9978,Aquapheresis,Aquapheresis,3,1,9978
3169,Other laryngeal repair,Other repair of larynx,3,1,3169
229,Other nasal sinus ops,Other operations on nasal sinuses,3,1,229
8050,Exc/dest intvrt disc NOS,"Excision or destruction of intervertebral disc, unspecified",3,1,8050
8938,Respiratory measure NEC,Other nonoperative respiratory measurements,3,1,8938
7773,Excis radius/ulna-graft,"Excision of bone for graft, radius and ulna",3,1,7773
5719,Cystotomy NEC,Other cystotomy,3,1,5719
6823,Endometrial ablation,Endometrial ablation,3,1,6823
5023,Opn abltn liver les/tiss,Open ablation of liver lesion or tissue,3,1,5023
9316,Other joint mobilization,Mobilization of other joints,3,1,9316
9449,Other counselling,Other counseling,3,1,9449
3836,Abd vessel resect/anast,"Resection of vessel with anastomosis, abdominal arteries",3,1,3836
8686,Onychoplasty,Onychoplasty,3,1,8686
5304,Opn ind ing hern-gft NEC,Other and open repair of indirect inguinal hernia with graft or prosthesis,3,1,5304
362,Arterial implant revasc,Heart revascularization by arterial implant,3,1,362
8963,Pulmon art press monitor,Pulmonary artery pressure monitoring,3,1,8963
5891,Periurethral incision,Incision of periurethral tissue,3,1,5891
8165,Percutan vertebroplasty,Percutaneous vertebroplasty,3,1,8165
5162,Excis ampulla of vater,Excision of ampulla of Vater (with reimplantation of common duct),3,1,5162
6841,Lap total abdominal hyst,Laparoscopic total abdominal hysterectomy,3,1,6841
7359,Manual assist deliv NEC,Other manually assisted delivery,3,1,7359
8744,Routine chest x-ray,"Routine chest x-ray, so described",3,1,8744
7012,Culdotomy,Culdotomy,3,1,7012
6589,Adhesiolysis ovary/tube,Other lysis of adhesions of ovary and fallopian tube,3,1,6589
5193,Clos biliary fistul NEC,Closure of other biliary fistula,3,1,5193
531,Anesth inject symp nerve,Injection of anesthetic into sympathetic nerve for analgesia,3,1,531
7748,Metatarsal/tarsal biopsy,"Biopsy of bone, tarsals and metatarsals",3,1,7748
5581,Suture kidney laceration,Suture of laceration of kidney,3,1,5581
7927,Open reduc-metat/tars fx,"Open reduction of fracture without internal fixation, tarsals and metatarsals",3,1,7927
5383,Lap thorc app-diaph hern,"Laparoscopic repair of diaphragmatic hernia, with thoracic approach",3,1,5383
402,Trigeminal nerv division,Division of trigeminal nerve,3,1,402
7852,Int fixation-humerus,"Internal fixation of bone without fracture reduction, humerus",3,1,7852
7988,Opn reduc disloc-ft/toe,Open reduction of dislocation of foot and toe,3,1,7988
3843,Arm ves resect w replace,"Resection of vessel with replacement, upper limb vessels",3,1,3843
326,Rad dissec thorac struct,Radical dissection of thoracic structures,3,1,326
5301,Opn rep dir ing hern NEC,Other and open repair of direct inguinal hernia,3,1,5301
7561,Repair ob lac blad/ureth,Repair of current obstetric laceration of bladder and urethra,3,1,7561
2731,Loc exc bony palate les,Local excision or destruction of lesion or tissue of bony palate,3,1,2731
70,Rev hip repl-acetab/fem,"Revision of hip replacement, both acetabular and femoral components",3,1,70
4501,Duodenal incision,Incision of duodenum,3,1,4501
7760,Loc exc bone lesion NOS,"Local excision of lesion or tissue of bone, unspecified site",3,1,7760
9655,Tracheostomy toilette,Tracheostomy toilette,3,1,9655
2432,Suture of gum laceration,Suture of laceration of gum,3,1,2432
3334,Thoracoplasty,Thoracoplasty,3,1,3334
5303,Opn dir ing hern-gft NEC,Other and open repair of direct inguinal hernia with graft or prosthesis,3,1,5303
8594,Breast implant removal,Removal of implant of breast,3,1,8594
8241,Suture tendn sheath hand,Suture of tendon sheath of hand,3,1,8241
3227,"Brnc thrmplsty,ablt mscl","Bronchoscopic bronchial thermoplasty, ablation of airway smooth muscle",3,1,3227
1735,Lap left hemicolectomy,Laparoscopic left hemicolectomy,3,1,1735
3923,Intrathoracic shunt NEC,Other intrathoracic vascular shunt or bypass,3,1,3923
287,Hemorr contrl post T & A,Control of hemorrhage after tonsillectomy and adenoidectomy,3,1,287
2951,Suture of pharyngeal lac,Suture of laceration of pharynx,3,1,2951
8682,Facial rhytidectomy,Facial rhytidectomy,3,1,8682
8473,App hybrid ext fix dev,Application of hybrid external fixator device,3,1,8473
8136,Refus lmb/lmbsac ant/ant,"Refusion of lumbar and lumbosacral spine, anterior column, anterior technique",3,1,8136
9851,Eswl kid/ureter/bladder,"Extracorporeal shockwave lithotripsy [ESWL] of the kidney, ureter and/or bladder",3,1,9851
8193,Sutur capsul/ligamen arm,Suture of capsule or ligament of upper extremity,3,1,8193
6094,Control prostate hemorr,Control of (postoperative) hemorrhage of prostate,3,1,6094
5305,Ing hernia rep-graft NOS,"Repair of inguinal hernia with graft or prosthesis, not otherwise specified",3,1,5305
8896,Oth intraop mag res imag,Other intraoperative magnetic resonance imaging,3,1,8896
8892,Mri chest & heart,Magnetic resonance imaging of chest and myocardium,3,1,8892
1809,External ear incis NEC,Other incision of external ear,3,1,1809
5822,Urethroscopy NEC,Other urethroscopy,3,1,5822
8377,Muscle trnsfr/transplant,Muscle transfer or transplantation,3,1,8377
3029,Other part laryngectomy,Other partial laryngectomy,3,1,3029
850,Mastotomy,Mastotomy,3,1,850
8944,Cardiac stress test NEC,Other cardiovascular stress test,3,1,8944
8112,Triple arthrodesis,Triple arthrodesis,3,1,8112
2742,Wide excision of lip les,Wide excision of lesion of lip,3,1,2742
2100,Control of epistaxis NOS,"Control of epistaxis, not otherwise specified",3,1,2100
4403,Selective vagotomy NEC,Other selective vagotomy,3,1,4403
6812,Hysteroscopy,Hysteroscopy,3,1,6812
7552,Repair ob lac corp uteri,Repair of current obstetric laceration of corpus uteri,3,1,7552
8082,Destruc-elbow lesion NEC,"Other local excision or destruction of lesion of joint, elbow",3,1,8082
9976,Extracorp immunoabsorpt,Extracorporeal immunoadsorption,3,1,9976
7719,Bone incis w/o div NEC,"Other incision of bone without division, other bones",3,1,7719
394,Removal spine stim lead,Removal of spinal neurostimulator lead(s),3,1,394
6901,D & C for preg terminat,Dilation and curettage for termination of pregnancy,3,1,6901
4493,Insert gastric bubble,Insertion of gastric bubble (balloon),3,1,4493
3884,Occlude aorta NEC,"Other surgical occlusion of vessels, aorta, abdominal",3,1,3884
8095,Excision of hip NEC,"Other excision of joint, hip",3,1,8095
8195,Sutur capsul/lig leg NEC,Suture of capsule or ligament of other lower extremity,3,1,8195
251,Destruction tongue les,Excision or destruction of lesion or tissue of tongue,3,1,251
2049,Mastoidectomy NEC,Other mastoidectomy,3,1,2049
5504,Percu nephrostmy w frag,Percutaneous nephrostomy with fragmentation,3,1,5504
8584,Breast pedicle graft,Pedicle graft to breast,3,1,8584
8544,Bilat extend simp mastec,Bilateral extended simple mastectomy,3,1,8544
9623,Dilation anal sphincter,Dilation of anal sphincter,3,1,9623
4492,Intraop gastric manipul,Intraoperative manipulation of stomach,3,1,4492
8772,Nephrotomogram NEC,Other nephrotomogram,3,1,8772
1151,Suture cornea laceration,Suture of corneal laceration,3,1,1151
4871,Suture of rectal lacer,Suture of laceration of rectum,3,1,4871
3880,Surg vessel occlus NEC,"Other surgical occlusion of vessels, unspecified site",3,1,3880
55,Ins d-e stent oth periph,Insertion of drug-eluting stent(s) of other peripheral vessel(s),3,1,55
4449,Other control gast hem,Other control of hemorrhage of stomach or duodenum,3,1,4449
806,Excis knee semilun cartl,Excision of semilunar cartilage of knee,3,1,806
9626,Manual reduc rect prolap,Manual reduction of rectal prolapse,3,1,9626
6662,Remov tube & ectop preg,Salpingectomy with removal of tubal pregnancy,2,1,6662
8554,Bilateral breast implant,Bilateral breast implant,2,1,8554
6712,Cervical biopsy NEC,Other cervical biopsy,2,1,6712
6411,Penile biopsy,Biopsy of penis,2,1,6411
6498,Penile operation NEC,Other operations on penis,2,1,6498
7955,Opn red-sep epiphy-femur,"Open reduction of separated epiphysis, femur",2,1,7955
7921,Open reduc-humerus fx,"Open reduction of fracture without internal fixation, humerus",2,1,7921
9342,Other spinal traction,Other spinal traction,2,1,9342
754,Total pinealectomy,Total excision of pineal gland,2,1,754
736,Episiotomy,Episiotomy,2,1,736
5734,Open bladder biopsy,Open biopsy of bladder,2,1,5734
7968,Debrid opn fx-toe,"Debridement of open fracture site, phalanges of foot",2,1,7968
4923,Anal biopsy,Biopsy of anus,2,1,4923
6269,Testicular repair NEC,Other repair of testis,2,1,6269
8075,Hip synovectomy,"Synovectomy, hip",2,1,8075
9759,Remov other GI device,Removal of other device from digestive system,2,1,9759
754,Manual removal-placenta,Manual removal of retained placenta,2,1,754
1475,Vitreous substitut injec,Injection of vitreous substitute,2,1,1475
82,Rev knee repl-femur comp,"Revision of knee replacement, femoral component",2,1,82
631,Exc spermatic varicocele,Excision of varicocele and hydrocele of spermatic cord,2,1,631
631,Excision thyroid lesion,Excision of lesion of thyroid,2,1,631
8534,Unilat subq mammect NEC,Other unilateral subcutaneous mammectomy,2,1,8534
4491,Ligate gastric varices,Ligation of gastric varices,2,1,4491
2162,Turbinate fracture,Fracture of the turbinates,2,1,2162
5893,Implt artf urin sphinct,Implantation of artificial urinary sphincter [AUS],2,1,5893
472,Drain appendiceal absc,Drainage of appendiceal abscess,2,1,472
472,Accessory-facial anastom,Accessory-facial anastomosis,2,1,472
77,"Hip surface, cermc/poly","Hip bearing surface, ceramic-on-polyethylene",2,1,77
74,"Hip surface, metal/poly","Hip bearing surface, metal-on-polyethylene",2,1,74
9205,C-vasc scan/isotop funct,Cardiovascular and hematopoietic scan and radioisotope function study,2,1,9205
856,Mastopexy,Mastopexy,2,1,856
8511,Closed breast biopsy,Closed [percutaneous] [needle] biopsy of breast,2,1,8511
8665,Heterograft to skin,Heterograft to skin,2,1,8665
5586,Renal anastomosis,Anastomosis of kidney,2,1,5586
889,Eyelid repair NEC,Other eyelid repair,2,1,889
5831,Endosc destr urethra les,Endoscopic excision or destruction of lesion or tissue of urethra,2,1,5831
4255,Thorac lg bowel interpos,Intrathoracic esophageal anastomosis with interposition of colon,2,1,4255
1292,Anterior chamber inject,Injection into anterior chamber,2,1,1292
5539,Loc destr renal les NEC,Other local destruction or excision of renal lesion or tissue,2,1,5539
4832,Electrocoag rect les NEC,Other electrocoagulation of rectal lesion or tissue,2,1,4832
8091,Excision of shoulder NEC,"Other excision of joint, shoulder",2,1,8091
7989,Open reduc-dislocat NEC,Open reduction of dislocation of other specified sites,2,1,7989
9652,Irrigation of ear,Irrigation of ear,2,1,9652
4949,Hemorrhoid procedure NEC,Other procedures on hemorrhoids,2,1,4949
80,Rev knee replacemt-total,"Revision of knee replacement, total (all components)",2,1,80
6959,Aspir curett uterus NEC,Other aspiration curettage of uterus,2,1,6959
5784,Vesic fistula repair NEC,Repair of other fistula of bladder,2,1,5784
8073,Wrist synovectomy,"Synovectomy, wrist",2,1,8073
7161,Unilateral vulvectomy,Unilateral vulvectomy,2,1,7161
3928,Extracran-intracr bypass,Extracranial-intracranial (EC-IC) vascular bypass,2,1,3928
7984,Opn reduc disloc-hand,Open reduction of dislocation of hand and finger,2,1,7984
9308,Electromyography,Electromyography,2,1,9308
492,Imp/repl peri stim lead,Implantation or replacement of peripheral neurostimulator lead(s),2,1,492
5554,Bilateral nephrectomy,Bilateral nephrectomy,2,1,5554
6669,Partial salpingectom NEC,Other partial salpingectomy,2,1,6669
3773,Int inser lead in atrium,Initial insertion of transvenous lead [electrode] into atrium,2,1,3773
633,Excise cord/epid les NEC,Excision of other lesion or tissue of spermatic cord and epididymis,2,1,633
811,Eyelid biopsy,Biopsy of eyelid,2,1,811
8403,Amputation through hand,Amputation through hand,2,1,8403
8281,Transfer of finger,"Transfer of finger, except thumb",2,1,8281
8932,Esophageal manometry,Esophageal manometry,2,1,8932
4382,Lap vertical gastrectomy,Laparoscopic vertical (sleeve) gastrectomy,2,1,4382
7804,Bone grft to metacar/car,"Bone graft, carpals and metacarpals",2,1,7804
3796,Implt cardiodefib genatr,Implantation of automatic cardioverter/defibrillator pulse generator only,2,1,3796
3785,"Repl pacem w 1-cham, non","Replacement of any type pacemaker device with single-chamber device, not specified as rate responsive",2,1,3785
9820,Removal of FB NOS,"Removal of foreign body, not otherwise specified",2,1,9820
5199,Biliary tract op NEC,Other operations on biliary tract,2,1,5199
409,Lymph structure op NEC,Other operations on lymphatic structures,2,1,409
9804,Remov intralum colon FB,Removal of intraluminal foreign body from large intestine without incision,2,1,9804
4259,Thorac esophag anast NEC,Other intrathoracic anastomosis of esophagus,2,1,4259
4497,Lap rem gast restric dev,Laparoscopic removal of gastric restrictive device(s),2,1,4497
9146,Cell blk/pap-female gen,"Microscopic examination of specimen from female genital tract, cell block and Papanicolaou smear",2,1,9146
5343,Lap umbilical hernia NEC,Other laparoscopic umbilical herniorrhaphy,2,1,5343
4581,Lap tot intr-ab colectmy,Laparoscopic total intra-abdominal colectomy,2,1,4581
3842,Head/neck ves resec-repl,"Resection of vessel with replacement, other vessels of head and neck",2,1,3842
3531,Papillary muscle ops,Operations on papillary muscle,2,1,3531
1839,Excis external ear NEC,Other excision of external ear,2,1,1839
7052,Rectocele repair,Repair of rectocele,2,1,7052
9326,Manual rupt joint adhes,Manual rupture of joint adhesions,2,1,9326
3593,Conduit left ventr-aorta,Creation of conduit between left ventricle and aorta,2,1,3593
5124,Lap part cholecystectomy,Laparoscopic partial cholecystectomy,2,1,5124
8950,Ambu cardiac monitoring,Ambulatory cardiac monitoring,2,1,8950
8272,Plast op hnd-mus/fas grf,Plastic operation on hand with graft of muscle or fascia,2,1,8272
693,Thyroid suture,Suture of thyroid gland,2,1,693
4529,Bowel diagnost proc NEC,"Other diagnostic procedures on intestine, site unspecified",2,1,4529
8494,Ins strn fix w rgd plate,Insertion of sternal fixation device with rigid plates,2,1,8494
3161,Suture of laryngeal lac,Suture of laceration of larynx,2,1,3161
4468,Laparoscop gastroplasty,Laparoscopic gastroplasty,2,1,4468
2502,Open biopsy of tongue,Open biopsy of tongue,2,1,2502
8573,"TRAM flap, free","Transverse rectus abdominis myocutaneous (TRAM) flap, free",2,1,8573
8041,Shoulder struct division,"Division of joint capsule, ligament, or cartilage, shoulder",2,1,8041
3978,Endovas impln grft aorta,Endovascular implantation of branching or fenestrated graft(s) in aorta,2,1,3978
398,Remove spine theca shunt,Removal of spinal thecal shunt,2,1,398
8531,Unilat reduct mammoplast,Unilateral reduction mammoplasty,2,1,8531
8405,Amputation thru forearm,Amputation through forearm,2,1,8405
5993,Replace ureterost tube,Replacement of ureterostomy tube,2,1,5993
6941,Suture uterine lacerat,Suture of laceration of uterus,2,1,6941
1756,Ather oth non-cor vessel,Atherectomy of other non-coronary vessel(s),2,1,1756
339,Other spinal dx proc,Other diagnostic procedures on spinal cord and spinal canal structures,2,1,339
8581,Suture breast laceration,Suture of laceration of breast,2,1,8581
8547,Unil ext rad mastectomy,Unilateral extended radical mastectomy,2,1,8547
4946,Hemorrhoidectomy,Excision of hemorrhoids,2,1,4946
7829,Limb shorten proc NEC,"Limb shortening procedures, other bones",2,1,7829
693,Paracerv uterine denerv,Paracervical uterine denervation,2,1,693
9995,Stretching of foreskin,Stretching of foreskin,2,1,9995
253,Complete glossectomy,Complete glossectomy,2,1,253
8419,Hindquarter amputation,Abdominopelvic amputation,2,1,8419
8235,Hand fasciectomy NEC,Other fasciectomy of hand,2,1,8235
4882,Perirectal excision,Excision of perirectal tissue,2,1,4882
8026,Knee arthroscopy,"Arthroscopy, knee",2,1,8026
8582,Breast split-thick graft,Split-thickness graft to breast,2,1,8582
8179,Oth repair han/fin/wris,"Other repair of hand, fingers, and wrist",2,1,8179
763,Part excis pituitary NOS,"Partial excision of pituitary gland, unspecified approach",2,1,763
7856,Internal fix-patella,"Internal fixation of bone without fracture reduction, patella",2,1,7856
7862,Remove impl dev-humerus,"Removal of implanted devices from bone, humerus",2,1,7862
651,Part substern thyroidect,Partial substernal thyroidectomy,2,1,651
260,Incis salivary glnd/duct,Incision of salivary gland or duct,2,1,260
5019,Hepatic dx proc NEC,Other diagnostic procedures on liver,2,1,5019
8071,Shoulder synovectomy,"Synovectomy, shoulder",2,1,8071
8031,Shoulder joint biopsy,"Biopsy of joint structure, shoulder",2,1,8031
9427,Electroshock therapy NEC,Other electroshock therapy,2,1,9427
751,Diagnostic amniocentesis,Diagnostic amniocentesis,2,1,751
751,Pineal field exploration,Exploration of pineal field,2,1,751
8863,Thorac contr phlebog NEC,Phlebography of other intrathoracic veins using contrast material,2,1,8863
612,Excision of hydrocele,Excision of hydrocele (of tunica vaginalis),2,1,612
2169,Turbinectomy NEC,Other turbinectomy,2,1,2169
612,Open thyroid gland bx,Open biopsy of thyroid gland,2,1,612
7986,Open reduc-knee dislocat,Open reduction of dislocation of knee,2,1,7986
8211,Tenotomy of hand,Tenotomy of hand,2,1,8211
207,Skull plate removal,Removal of skull plate,2,1,207
8303,Bursotomy,Bursotomy,2,1,8303
9636,GI ostomy irrigation,Irrigation of gastrostomy or enterostomy,2,1,9636
53,Imp/rep CRT pacemakr gen,Implantation or replacement of cardiac resynchronization pacemaker pulse generator only [CRT-P],2,1,53
5793,Control bladd hemorrhage,Control of (postoperative) hemorrhage of bladder,2,1,5793
8197,Rev jt repl upper extrem,Revision of joint replacement of upper extremity,2,1,8197
8769,Digestive tract xray NEC,Other digestive tract x-ray,2,1,8769
81,Rev knee repl-tibia comp,"Revision of knee replacement, tibial component",2,1,81
9346,Limb skin traction NEC,Other skin traction of limbs,2,1,9346
8172,Arthroplasty metacar w/o,Arthroplasty of metacarpophalangeal and interphalangeal joint without implant,2,1,8172
7833,Limb length-radius/ulna,"Limb lengthening procedures, radius and ulna",2,1,7833
8941,Treadmill stress test,Cardiovascular stress test using treadmill,2,1,8941
9618,Oth vagin pessary insert,Insertion of other vaginal pessary,2,1,9618
8134,Refus drs/drslmb ant/ant,"Refusion of dorsal and dorsolumbar spine, anterior column, anterior technique",2,1,8134
244,Exc of dental les of jaw,Excision of dental lesion of jaw,2,1,244
8759,Biliary tract x-ray NEC,Other biliary tract x-ray,2,1,8759
600,Incision of prostate,Incision of prostate,2,1,600
4415,Open gastric biopsy,Open biopsy of stomach,2,1,4415
4199,Spleen operation NEC,Other operations on spleen,2,1,4199
8017,Oth arthrotomy-ankle,"Other arthrotomy, ankle",2,1,8017
7956,Op red-tibia/fib epiphys,"Open reduction of separated epiphysis, tibia and fibula",2,1,7956
2201,Sinus punct for lavage,Puncture of nasal sinus for aspiration or lavage,2,1,2201
8084,Destruc-hand jt les NEC,"Other local excision or destruction of lesion of joint, hand and finger",2,1,8084
2933,Pharyngectomy,Pharyngectomy (partial),2,1,2933
9813,Remov intralum pharyn FB,Removal of intraluminal foreign body from pharynx without incision,2,1,9813
7814,Appl ext fix-metacar/car,"Application of external fixator device, carpals and metacarpals",2,1,7814
1659,Orbital exenteration NEC,Other exenteration of orbit,2,1,1659
1291,Therapeut evac ant chamb,Therapeutic evacuation of anterior chamber,2,1,1291
9821,Removal superfic FB eye,Removal of superficial foreign body from eye without incision,2,1,9821
4211,Cervical esophagostomy,Cervical esophagostomy,2,1,4211
3342,Bronchial fistula clos,Closure of bronchial fistula,2,1,3342
9352,Neck support application,Application of neck support,2,1,9352
4052,Rad dissec periaort node,Radical excision of periaortic lymph nodes,2,1,4052
6661,Destroy fallop tube les,Excision or destruction of lesion of fallopian tube,2,1,6661
8049,Jt structur division NEC,"Division of joint capsule, ligament, or cartilage, other specified sites",2,1,8049
4222,Esophagoscopy thru stoma,Esophagoscopy through artificial stoma,2,1,4222
3881,Occlus intracran ves NEC,"Other surgical occlusion of vessels, intracranial vessels",2,1,3881
3729,Hrt/pericar dx proc NEC,Other diagnostic procedures on heart and pericardium,2,1,3729
3898,Arterial puncture NEC,Other puncture of artery,2,1,3898
642,Local excis penile les,Local excision or destruction of lesion of penis,2,1,642
9988,Therapeutc photopheresis,Therapeutic photopheresis,2,1,9988
8455,Ins bone void filler,Insertion of bone void filler,2,1,8455
8014,Oth arthrotomy-hand/fngr,"Other arthrotomy, hand and finger",2,1,8014
75,"Hip surface, metal/metal","Hip bearing surface, metal-on-metal",2,1,75
436,Distal gastrectomy,Partial gastrectomy with anastomosis to duodenum,2,1,436
9738,Remove head/neck sutures,Removal of sutures from head and neck,2,1,9738
2939,Excis/destr les phar NEC,Other excision or destruction of lesion or tissue of pharynx,2,1,2939
9785,Remov trunk packing NEC,"Removal of packing from trunk, not elsewhere classified",2,1,9785
4400,Vagotomy NOS,"Vagotomy, not otherwise specified",2,1,4400
